offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q3_balance,range,min
No,Air Miles,Postcard,High,1,No,Medium,3,1,1,No,991.75,970.0,1247.0,333.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,161.75,47.0,365.0,6.0
No,Air Miles,Letter,Medium,2,No,Low,1,1,4,No,1231.25,1345.0,1182.0,565.0
No,Cash Back,Letter,Medium,1,No,High,2,2,5,Yes,950.0,1010.0,770.0,534.0
No,Air Miles,Postcard,Medium,1,No,High,1,2,4,Yes,308.0,366.0,179.0,219.0
Yes,Points,Postcard,Low,2,No,Low,2,1,4,Yes,1036.75,924.0,1901.0,90.0
No,Air Miles,Postcard,Medium,2,No,High,4,1,3,Yes,1242.5,955.0,784.0,876.0
No,Air Miles,Postcard,High,1,No,Medium,3,2,5,Yes,1163.5,1842.0,1248.0,594.0
Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,1051.0,1379.0,1977.0,145.0
No,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1133.25,1845.0,1582.0,263.0
No,Points,Letter,High,2,No,Medium,2,1,5,Yes,1107.25,1268.0,349.0,919.0
No,Cash Back,Postcard,High,2,No,Medium,2,1,3,Yes,948.25,794.0,1171.0,371.0
No,Air Miles,Postcard,High,2,No,Medium,1,1,3,Yes,1355.75,2078.0,1519.0,559.0
No,Cash Back,Postcard,High,1,No,Medium,1,2,4,Yes,1235.0,1065.0,792.0,927.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1061.0,1397.0,1141.0,339.0
No,Cash Back,Letter,Low,1,No,Low,3,2,5,No,211.25,133.0,326.0,50.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,1,Yes,1131.5,1031.0,1372.0,578.0
No,Cash Back,Letter,High,1,No,Medium,1,1,2,Yes,818.75,890.0,419.0,539.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,158.25,19.0,411.0,19.0
No,Points,Letter,Medium,1,Yes,High,4,2,4,No,874.5,820.0,1499.0,66.0
No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,374.75,478.0,236.0,242.0
No,Points,Postcard,Low,2,No,Medium,2,1,1,Yes,845.25,980.0,353.0,627.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,6,No,209.25,382.0,347.0,35.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,No,1242.25,2153.0,1614.0,539.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,1038.75,1536.0,1475.0,61.0
No,Points,Letter,High,1,No,Medium,2,2,3,Yes,1204.0,1601.0,1031.0,570.0
No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,1087.5,1372.0,1751.0,121.0
No,Points,Postcard,Medium,1,No,High,4,2,4,Yes,717.0,779.0,318.0,550.0
No,Cash Back,Postcard,High,2,No,Low,3,1,1,Yes,1222.5,1121.0,988.0,855.0
No,Cash Back,Postcard,Low,1,No,High,3,1,4,No,1061.5,1110.0,396.0,841.0
No,Air Miles,Postcard,Low,1,No,High,3,2,4,No,1214.75,1290.0,1156.0,747.0
No,Cash Back,Postcard,High,1,No,Medium,2,2,6,Yes,1805.0,1564.0,387.0,1564.0
No,Points,Letter,High,1,No,High,3,1,3,Yes,823.0,885.0,160.0,725.0
No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,703.0,931.0,371.0,560.0
No,Cash Back,Postcard,Medium,2,Yes,High,3,1,3,Yes,745.5,623.0,200.0,623.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1277.25,1399.0,1586.0,429.0
No,Points,Letter,Medium,1,No,Low,1,2,4,No,1028.0,2125.0,1692.0,433.0
No,Air Miles,Postcard,Low,1,No,Medium,1,2,3,Yes,957.0,551.0,1697.0,224.0
No,Cash Back,Letter,Medium,1,No,High,2,2,3,Yes,1393.0,1884.0,1165.0,719.0
No,Air Miles,Postcard,Low,1,Yes,High,2,2,4,Yes,778.25,573.0,379.0,573.0
No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,849.5,406.0,1165.0,406.0
No,Air Miles,Letter,Low,2,No,Low,2,2,6,Yes,1061.75,988.0,1264.0,381.0
No,Air Miles,Letter,Medium,1,Yes,High,2,1,3,Yes,1065.25,780.0,1304.0,463.0
No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,675.25,790.0,277.0,524.0
No,Cash Back,Postcard,Low,1,No,Medium,3,2,2,Yes,1293.75,1706.0,713.0,993.0
No,Air Miles,Letter,High,1,No,High,4,1,2,No,748.0,878.0,320.0,558.0
No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,826.25,921.0,187.0,734.0
No,Points,Letter,High,1,No,High,2,1,3,No,1107.25,1057.0,1765.0,152.0
No,Air Miles,Postcard,Medium,1,No,High,3,2,4,No,158.25,96.0,130.0,96.0
No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,255.75,426.0,294.0,132.0
No,Cash Back,Postcard,High,1,Yes,Medium,2,1,3,Yes,1171.25,1754.0,885.0,869.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,No,694.25,750.0,360.0,505.0
No,Cash Back,Postcard,High,1,No,High,1,1,4,No,745.25,748.0,363.0,578.0
Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,940.25,1710.0,1570.0,140.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,No,807.0,1370.0,1109.0,261.0
No,Cash Back,Letter,Low,1,No,High,1,1,2,Yes,1072.0,1884.0,1589.0,295.0
Yes,Points,Postcard,Low,1,No,Medium,3,1,4,Yes,1131.5,1277.0,847.0,718.0
No,Air Miles,Letter,Low,1,Yes,Low,2,1,2,Yes,1151.0,598.0,1848.0,267.0
No,Points,Letter,Low,2,No,Low,4,1,6,Yes,1400.5,1754.0,973.0,781.0
No,Points,Letter,High,2,No,High,2,1,3,Yes,968.5,487.0,1288.0,432.0
No,Cash Back,Letter,Low,2,No,Medium,1,1,5,Yes,937.75,1127.0,759.0,490.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,2,Yes,863.25,1614.0,1563.0,51.0
No,Cash Back,Postcard,Low,2,Yes,Medium,2,1,4,No,665.0,734.0,320.0,502.0
No,Points,Letter,Medium,2,No,High,1,2,5,Yes,970.75,506.0,1580.0,356.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,815.25,913.0,363.0,615.0
No,Points,Postcard,High,1,No,Low,2,1,1,Yes,1148.75,868.0,1322.0,460.0
No,Air Miles,Letter,Medium,1,Yes,High,1,2,3,No,716.5,615.0,396.0,520.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,831.25,615.0,377.0,615.0
No,Air Miles,Postcard,Medium,1,Yes,High,1,1,3,Yes,312.75,246.0,220.0,206.0
No,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1791.75,1990.0,470.0,1520.0
No,Air Miles,Letter,Low,1,No,High,2,1,5,No,1058.75,1935.0,1925.0,10.0
No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,781.5,784.0,258.0,658.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,1122.75,728.0,1539.0,410.0
No,Cash Back,Postcard,High,1,No,Low,1,1,3,No,1064.75,801.0,1605.0,350.0
No,Points,Postcard,Low,2,No,High,1,1,4,Yes,761.0,866.0,445.0,502.0
No,Points,Letter,Medium,2,No,Medium,2,1,4,No,723.75,927.0,314.0,613.0
No,Points,Letter,High,1,No,High,3,1,3,Yes,310.25,385.0,290.0,118.0
No,Cash Back,Postcard,Medium,1,No,High,3,2,4,Yes,1275.25,1933.0,1063.0,870.0
No,Air Miles,Letter,Low,2,No,Low,2,1,2,No,1049.5,1001.0,1196.0,297.0
No,Points,Letter,Medium,1,No,Low,1,1,2,Yes,289.0,374.0,327.0,77.0
No,Cash Back,Letter,Medium,1,No,Medium,4,1,3,Yes,961.0,678.0,1395.0,138.0
No,Points,Letter,High,1,Yes,Low,2,2,3,Yes,893.25,902.0,114.0,817.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,2,No,143.5,185.0,220.0,7.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,1190.75,1695.0,1740.0,129.0
No,Cash Back,Letter,Low,2,Yes,High,1,1,6,No,1192.25,994.0,617.0,895.0
No,Points,Postcard,Low,1,No,Low,4,1,2,No,948.25,558.0,1740.0,207.0
No,Points,Letter,Medium,1,No,Low,1,2,3,Yes,1515.75,1748.0,1113.0,729.0
No,Air Miles,Letter,Low,1,No,Medium,3,1,2,Yes,1216.75,750.0,1256.0,750.0
No,Air Miles,Letter,Medium,2,No,High,2,1,3,Yes,1303.0,1259.0,1087.0,787.0
No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,868.25,516.0,1452.0,58.0
No,Points,Postcard,High,1,No,Medium,1,1,2,No,1177.0,1362.0,1113.0,660.0
No,Air Miles,Letter,Medium,1,No,Low,2,2,3,No,1021.25,760.0,1229.0,486.0
Yes,Air Miles,Postcard,Medium,1,Yes,High,1,1,3,Yes,151.5,98.0,372.0,8.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,5,Yes,1022.0,431.0,1126.0,431.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,3,Yes,1278.75,894.0,1222.0,670.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,278.5,444.0,320.0,124.0
No,Points,Postcard,Low,2,No,Medium,2,1,4,Yes,1083.5,987.0,1830.0,164.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,306.0,207.0,358.0,131.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,5,Yes,1699.25,1635.0,338.0,1543.0
No,Cash Back,Letter,Low,1,Yes,Low,1,1,4,Yes,1160.0,2041.0,1623.0,418.0
No,Air Miles,Letter,Low,1,No,High,3,1,3,Yes,1140.5,1212.0,740.0,832.0
No,Cash Back,Postcard,High,1,Yes,Medium,4,1,2,Yes,866.25,800.0,249.0,737.0
No,Air Miles,Letter,High,1,No,Low,3,2,4,Yes,1123.5,1761.0,1227.0,534.0
No,Cash Back,Letter,High,1,No,Low,1,2,4,No,833.75,967.0,231.0,736.0
Yes,Air Miles,Postcard,Low,1,No,Low,4,1,2,Yes,990.0,1621.0,1125.0,496.0
No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,969.75,844.0,1538.0,118.0
No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1124.0,1160.0,535.0,811.0
No,Cash Back,Postcard,High,1,No,Low,2,2,2,No,971.75,626.0,1288.0,374.0
No,Points,Postcard,Medium,1,No,Medium,1,2,5,No,821.25,612.0,1582.0,27.0
No,Points,Postcard,High,1,No,Medium,3,1,3,Yes,1036.25,562.0,1703.0,243.0
No,Cash Back,Letter,Medium,1,No,High,2,1,5,No,782.75,921.0,456.0,543.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,133.0,89.0,142.0,61.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,989.25,1489.0,824.0,665.0
No,Cash Back,Letter,Medium,1,No,High,1,1,4,Yes,1565.25,1704.0,386.0,1318.0
No,Cash Back,Letter,High,1,No,High,2,1,6,Yes,1729.0,1656.0,431.0,1502.0
No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,1060.75,1433.0,1250.0,280.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1038.25,1098.0,1096.0,482.0
No,Air Miles,Postcard,Low,1,No,High,2,2,5,Yes,991.5,1774.0,1297.0,477.0
No,Points,Letter,Low,2,Yes,Medium,2,2,3,Yes,1070.0,1403.0,706.0,697.0
No,Cash Back,Letter,Medium,2,No,Low,3,1,3,No,1538.5,1908.0,557.0,1351.0
Yes,Points,Postcard,Medium,2,No,Low,1,2,4,No,1071.0,978.0,1276.0,484.0
No,Points,Letter,Low,1,No,Low,1,1,2,No,985.0,898.0,1875.0,28.0
No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,1306.5,1233.0,1260.0,781.0
No,Cash Back,Postcard,Low,1,No,High,1,1,6,Yes,949.0,465.0,1141.0,366.0
No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,235.0,274.0,166.0,122.0
Yes,Points,Postcard,Medium,1,Yes,Medium,2,2,4,Yes,1256.0,1681.0,1015.0,666.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,5,No,1340.25,1299.0,694.0,993.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,2,Yes,1223.75,1721.0,1099.0,622.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,4,Yes,660.25,861.0,353.0,508.0
No,Air Miles,Postcard,High,1,No,Medium,4,2,3,Yes,822.5,807.0,1234.0,154.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,991.5,630.0,1118.0,395.0
Yes,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1088.5,864.0,1759.0,212.0
No,Cash Back,Postcard,High,1,No,High,3,2,3,Yes,1012.25,2291.0,1901.0,390.0
Yes,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,330.75,30.0,452.0,30.0
No,Cash Back,Postcard,High,1,No,Medium,3,1,3,Yes,1219.0,1579.0,1168.0,536.0
No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,4,Yes,926.25,1570.0,1030.0,540.0
No,Points,Letter,Medium,2,No,Medium,2,1,4,No,968.0,1291.0,927.0,364.0
No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1050.75,847.0,887.0,755.0
No,Cash Back,Postcard,Medium,2,No,Medium,3,1,6,No,799.5,1629.0,1592.0,37.0
No,Points,Postcard,Medium,2,No,Low,1,1,3,No,744.0,527.0,372.0,527.0
No,Points,Letter,High,1,No,Medium,3,1,2,No,1285.5,1986.0,1199.0,787.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,1021.0,1202.0,783.0,627.0
No,Points,Postcard,Medium,1,No,High,2,1,5,No,1003.5,1513.0,1044.0,469.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,1115.5,1230.0,373.0,861.0
No,Air Miles,Letter,High,1,No,Medium,3,1,6,No,1079.25,599.0,1574.0,396.0
No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,No,734.25,598.0,251.0,598.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,6,Yes,1038.5,871.0,1490.0,365.0
No,Points,Letter,High,2,No,High,1,2,1,Yes,771.0,699.0,217.0,686.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,797.0,848.0,268.0,630.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,1,Yes,1279.0,1360.0,382.0,1008.0
No,Air Miles,Letter,Low,2,No,Medium,2,2,3,Yes,1366.0,2136.0,1218.0,918.0
No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,965.0,562.0,1747.0,216.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1231.0,1340.0,1192.0,470.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,1426.5,1381.0,1667.0,485.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,2,1,No,1040.0,530.0,975.0,530.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,766.25,875.0,200.0,675.0
No,Points,Postcard,Medium,1,No,High,1,1,4,No,1139.25,2108.0,1498.0,610.0
No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,192.5,242.0,370.0,32.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,2,No,1210.0,1712.0,910.0,802.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,1,Yes,939.75,656.0,1343.0,161.0
Yes,Points,Letter,Medium,1,Yes,Low,3,2,3,Yes,1433.75,1330.0,1241.0,928.0
No,Cash Back,Postcard,Low,1,No,High,3,1,4,No,1174.5,1180.0,1800.0,269.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,1237.0,1397.0,917.0,873.0
No,Air Miles,Postcard,Low,2,No,High,3,1,5,No,1249.75,2124.0,1514.0,610.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1085.25,1205.0,1012.0,616.0
No,Cash Back,Postcard,Low,2,No,Medium,2,1,4,Yes,780.5,863.0,393.0,511.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,811.25,900.0,307.0,599.0
No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,Yes,290.25,442.0,418.0,59.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1368.25,2111.0,1526.0,585.0
No,Points,Letter,Medium,1,No,Medium,3,1,4,Yes,211.25,183.0,401.0,43.0
No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,773.5,823.0,372.0,625.0
No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,858.5,1300.0,1255.0,45.0
No,Points,Letter,High,1,No,High,3,1,4,No,839.0,809.0,352.0,635.0
No,Cash Back,Postcard,Medium,3,No,Low,2,1,5,Yes,1038.5,928.0,1568.0,306.0
No,Points,Letter,Medium,2,No,Low,1,1,5,Yes,1177.0,1466.0,534.0,932.0
Yes,Air Miles,Postcard,High,2,Yes,Low,3,2,3,Yes,685.5,880.0,319.0,561.0
No,Cash Back,Postcard,Medium,2,No,High,1,1,3,No,1106.5,1266.0,1139.0,504.0
Yes,Points,Letter,Low,1,No,Low,4,1,3,Yes,975.75,1479.0,1609.0,100.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1046.5,1433.0,854.0,579.0
No,Points,Letter,Medium,1,No,Medium,3,1,3,No,975.25,839.0,1960.0,10.0
Yes,Points,Postcard,Low,2,No,Low,1,1,3,Yes,1262.25,431.0,1749.0,431.0
No,Air Miles,Letter,Medium,1,Yes,Medium,3,1,6,Yes,1436.75,1692.0,1259.0,535.0
No,Points,Letter,Low,1,Yes,Medium,2,1,5,No,1152.0,467.0,1631.0,467.0
No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,149.25,119.0,341.0,38.0
No,Points,Postcard,Medium,1,No,Medium,1,2,5,Yes,1128.75,1064.0,828.0,759.0
No,Cash Back,Letter,High,1,Yes,Low,1,1,3,Yes,1390.25,1675.0,714.0,961.0
No,Points,Postcard,Low,1,Yes,Medium,1,1,4,Yes,318.75,423.0,428.0,13.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1093.25,1558.0,837.0,721.0
No,Points,Postcard,Low,1,No,Medium,1,1,3,No,166.0,223.0,187.0,36.0
No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,1277.5,1420.0,1133.0,582.0
No,Points,Postcard,Medium,2,No,High,2,2,4,No,1123.75,730.0,822.0,730.0
No,Cash Back,Letter,High,1,No,Medium,3,1,4,Yes,253.25,327.0,245.0,144.0
No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,844.0,1134.0,840.0,426.0
No,Points,Letter,High,3,No,Low,4,2,3,No,1202.75,1556.0,865.0,733.0
No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,292.75,305.0,110.0,222.0
No,Cash Back,Letter,Medium,2,No,High,1,1,5,No,629.75,576.0,163.0,560.0
No,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1084.75,1094.0,1311.0,456.0
Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,1186.75,1165.0,1392.0,484.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1026.75,719.0,1618.0,152.0
No,Points,Postcard,Medium,2,No,Low,1,1,5,Yes,1247.5,1715.0,1396.0,319.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,2,3,Yes,1122.5,1491.0,786.0,705.0
No,Air Miles,Postcard,Low,2,No,High,2,1,2,Yes,1094.75,567.0,1554.0,386.0
No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,3,Yes,1062.75,1212.0,1096.0,614.0
No,Air Miles,Letter,Low,1,No,High,2,1,1,No,1202.5,1752.0,1582.0,170.0
No,Points,Letter,Medium,2,No,Medium,2,1,5,Yes,218.75,231.0,329.0,94.0
No,Cash Back,Postcard,Low,1,No,Low,2,1,5,Yes,905.25,908.0,1433.0,102.0
No,Cash Back,Letter,High,1,No,Low,1,1,4,No,1146.75,1544.0,804.0,740.0
No,Points,Letter,Low,1,No,Low,2,1,4,No,915.0,509.0,1535.0,276.0
Yes,Points,Letter,Medium,1,No,Low,1,1,3,Yes,266.0,343.0,205.0,138.0
No,Air Miles,Letter,Low,2,No,Low,2,1,3,No,649.0,706.0,108.0,598.0
No,Air Miles,Letter,Medium,1,Yes,High,3,1,4,No,1038.25,479.0,1139.0,479.0
No,Points,Letter,Medium,1,No,Medium,2,1,6,Yes,211.5,294.0,191.0,112.0
Yes,Cash Back,Letter,Low,1,No,Low,1,1,5,Yes,1156.0,950.0,1432.0,654.0
No,Cash Back,Postcard,Low,1,No,High,1,1,4,Yes,1767.25,1916.0,404.0,1540.0
No,Points,Letter,High,1,No,Low,2,1,4,Yes,999.0,1248.0,1637.0,188.0
No,Cash Back,Letter,High,2,No,High,3,2,4,Yes,790.0,1313.0,728.0,585.0
No,Cash Back,Postcard,High,1,No,Low,4,1,4,No,957.75,764.0,1512.0,47.0
No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1384.25,2138.0,1496.0,642.0
No,Cash Back,Letter,High,1,No,Low,2,1,1,Yes,257.5,294.0,162.0,171.0
No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,705.75,882.0,569.0,426.0
No,Points,Postcard,Medium,2,No,High,2,1,4,Yes,948.5,623.0,1572.0,182.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,1121.75,1460.0,840.0,620.0
No,Points,Postcard,Medium,1,No,Medium,1,2,3,Yes,1390.75,2148.0,1275.0,873.0
No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,No,1018.25,667.0,1473.0,404.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,6,No,1162.25,637.0,987.0,637.0
No,Points,Letter,Medium,1,No,Medium,4,1,4,Yes,1064.5,946.0,1844.0,94.0
No,Air Miles,Letter,High,1,No,High,3,1,4,Yes,1145.75,1368.0,881.0,511.0
No,Cash Back,Postcard,Low,3,No,Medium,2,2,4,Yes,1186.75,2158.0,1436.0,722.0
No,Points,Postcard,High,1,No,Low,2,1,3,No,421.75,338.0,138.0,338.0
No,Points,Postcard,Low,1,No,High,2,1,3,Yes,725.75,467.0,1138.0,207.0
No,Air Miles,Postcard,High,1,No,High,1,1,6,No,804.0,419.0,956.0,419.0
No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,1251.75,915.0,981.0,915.0
No,Cash Back,Letter,High,1,No,High,2,1,4,No,1099.0,942.0,1259.0,375.0
Yes,Air Miles,Letter,High,2,No,High,2,1,2,Yes,1028.0,1669.0,1259.0,410.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,923.5,1435.0,1146.0,289.0
No,Points,Letter,High,1,No,High,2,1,3,Yes,941.5,1246.0,1273.0,102.0
No,Points,Letter,Low,2,No,High,2,1,3,No,287.0,482.0,335.0,147.0
No,Points,Letter,Medium,1,No,Low,2,1,5,No,1000.0,1189.0,1267.0,390.0
No,Cash Back,Letter,Medium,1,No,Medium,4,2,2,No,1273.75,1624.0,1421.0,650.0
No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1354.0,2032.0,1249.0,783.0
No,Cash Back,Postcard,Medium,2,Yes,Low,1,1,5,No,1166.75,421.0,1624.0,421.0
No,Air Miles,Letter,Medium,3,Yes,Medium,1,1,3,No,1118.75,1581.0,857.0,724.0
No,Air Miles,Letter,Medium,1,No,High,4,1,4,Yes,1065.25,1679.0,1614.0,244.0
No,Cash Back,Letter,High,1,No,High,3,1,4,No,339.25,401.0,248.0,154.0
No,Air Miles,Postcard,Low,1,No,High,3,1,6,Yes,1678.0,2237.0,1019.0,1218.0
No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1012.25,1265.0,696.0,569.0
No,Cash Back,Postcard,Medium,1,Yes,High,1,1,3,Yes,1235.25,1236.0,1114.0,560.0
No,Air Miles,Letter,High,1,No,Medium,1,2,3,Yes,1159.5,1113.0,237.0,1020.0
No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,Yes,1120.25,975.0,1885.0,263.0
No,Air Miles,Letter,Medium,1,No,High,3,1,2,Yes,347.25,370.0,179.0,245.0
No,Air Miles,Letter,High,2,No,Low,1,2,4,Yes,976.25,1058.0,1130.0,299.0
No,Cash Back,Postcard,Medium,1,No,High,3,2,4,Yes,1119.75,869.0,1511.0,416.0
No,Points,Postcard,High,1,No,Medium,1,2,4,Yes,902.5,1290.0,915.0,375.0
No,Cash Back,Letter,Medium,1,No,Low,4,1,4,Yes,898.5,519.0,1291.0,258.0
No,Points,Letter,Low,1,No,Medium,1,1,5,No,1085.25,1646.0,1175.0,471.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,252.25,159.0,269.0,131.0
No,Points,Letter,Low,1,No,High,1,3,3,Yes,1055.75,1695.0,1407.0,288.0
No,Cash Back,Letter,Low,2,No,Medium,2,1,4,No,1063.5,950.0,1464.0,241.0
Yes,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,132.25,15.0,369.0,14.0
No,Points,Letter,Medium,1,Yes,High,2,1,4,Yes,839.0,1083.0,1142.0,112.0
No,Air Miles,Letter,Low,1,Yes,Medium,2,1,3,Yes,1012.0,926.0,1615.0,64.0
No,Cash Back,Letter,High,1,No,High,1,2,4,No,879.25,1068.0,1371.0,82.0
No,Air Miles,Letter,Medium,2,No,High,2,1,5,Yes,883.0,1389.0,1156.0,270.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,932.25,1299.0,662.0,637.0
No,Points,Postcard,Low,1,No,Medium,1,1,5,Yes,1028.5,1356.0,1521.0,228.0
No,Air Miles,Postcard,High,2,No,Medium,3,1,4,No,284.5,355.0,369.0,71.0
No,Cash Back,Postcard,High,1,No,Medium,1,1,4,Yes,1101.75,485.0,1282.0,485.0
No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,268.75,152.0,327.0,152.0
No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,787.5,870.0,161.0,709.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,1156.25,1066.0,844.0,893.0
No,Cash Back,Postcard,Low,1,No,High,3,1,5,No,787.75,1149.0,1330.0,95.0
No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,1323.75,1864.0,1229.0,635.0
No,Air Miles,Postcard,High,2,No,Low,2,1,4,Yes,1403.0,1767.0,1096.0,671.0
No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1457.25,1941.0,1075.0,866.0
No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,4,No,1052.25,1480.0,1037.0,443.0
No,Cash Back,Letter,Low,2,No,Low,1,1,3,Yes,753.0,549.0,450.0,529.0
Yes,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,209.5,122.0,371.0,106.0
No,Air Miles,Postcard,High,2,Yes,Low,1,2,4,No,979.0,2037.0,1700.0,337.0
No,Cash Back,Letter,High,1,No,Low,2,2,3,No,1273.5,1176.0,1069.0,837.0
No,Points,Postcard,Medium,3,No,Low,2,1,4,Yes,1056.5,877.0,1327.0,378.0
No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,1452.75,1109.0,1167.0,897.0
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,337.75,303.0,218.0,270.0
